country| aconfci|aconfci992|agdproi|agdproi992|agninci|agninci992|agweali|agweali992|ahweali|ahweali992|andproi|andproi992|apweali|apweali992|ehfghgi|enfcari|enfghgi|enncari|entcari|entonai|inyixxi|khfghgi|knfcari|knfghgi|knncari|kntcari|kntghgi|kntonai|mconfci|mgdproi|mgninci|mgweali|mhweali|mndproi|mnninci|mnweali|npopuli|npopuli001|npopuli051|npopuli101|npopuli111|npopuli151|npopuli201|npopuli202|npopuli251|npopuli301|npopuli302|npopuli351|npopuli401|npopuli402|npopuli451|npopuli501|npopuli502|npopuli551|npopuli601|npopuli602|npopuli651|npopuli701|npopuli702|npopuli751|npopuli801|npopuli802|npopuli851|npopuli901|npopuli902|npopuli951|npopuli991|npopuli992|npopuli993|npopuli994|npopuli995|npopuli996|npopuli997|npopuli998|xlcusxi
EC| 814.400000| 1260.600000| 6143| 9509.100000| 5938.300000| 9192.300000|-2459.900000|-3807.900000| 4957| 7673.300000| 5328.600000| 8248.400000| 6207.300000| 9608.700000| 40.837703| 45.353902| 65.161012| 6.840636| 38.513266| 24.037412| 0.918967| 2.314662| 2.570638| 3.693295| 0.387724| 2.182914| 3.545343| 1.362429| 14324033536.000000| 108046344192.000000| 104446664704.000000|-43267055616.000000| 87186760975.000000| 93722312704.000000| 90122625024.000000| 87799783424.000000| 17588596| 1495347| 1579142| 1584725| 1031| 1566955| 1576595| 3097137| 1520543| 1419702| 2691356| 1271655| 1107531| 2077517| 969986| 851463| 1575661| 724198| 593845| 1072329| 478484| 348146| 588567| 240421| 149427| 223631| 74204| 28393| 35200| 6808| 6226169| 11362427| 5788493| 3653178| 1920757| 10035515| 1326912| 259861|    1
EE| 4953.700000| 6291.400000| 27537.200000| 34973.300000| 27217.600000| 34567.400000| 31367.300000| 39837.600000| 64410.700000| 81803.900000| 22583.500000| 28681.900000| 94433.700000| 119934.300000| 8.669700| 13.968237| 15.895229| 1.468701| 12.499536| 1.693804| 0.750220| 6.535598| 10.529867| 11.982517| 1.107171| 9.422696| 10.699560| 1.276864| 6585693696.000000| 36609187840.000000| 36184281088.000000| 41701048320.000000| 85630402519.000000| 30023493632.000000| 29598586880.000000| 167245381632.000000| 1329444| 71100| 72123| 75681|  148| 63765| 62945| 141849| 78904| 101323| 197066| 95743| 91165| 182713| 91549| 84623| 171219| 86595| 85633| 163708| 78075| 64456| 111826| 47370| 42730| 66068| 23338| 10188| 12183| 1994| 282668| 1046776| 338915| 353931| 353930| 778478| 268298| 78397| 0.875506
EG| 4664.700000| 8049.400000| 82741.500000| 142778.800000| 80319| 138598.600000|-33789.500000|-58307.200000| 64958.100000| 112091.800000| 78076.800000| 134729.500000| 140341.100000| 242172.900000| 265.822100| 236.864011| 315.268341|-3.612835| 240.476845| 81.287114| 0.691939| 2.597583| 2.314608| 3.080766|-0.035304| 2.349912| 3.144240| 0.794328| 501288796160.000000| 8891821719552.000000| 8631491231744.000000|-3631193522176.000000| 6980727809303.000000| 8390532661248.000000| 8130202697728.000000| 11450583089152.000000| 107465136| 12548732| 12598016| 10542624|  317| 9498876| 8873490| 17516112| 8642622| 8581567| 16281299| 7699731| 6523938| 11916230| 5392292| 4636822| 8498369| 3861547| 3004659| 5159388| 2154729| 1493134| 2264211| 771077| 412727| 593916| 181188| 41765| 47051| 5286| 45188248| 62276888| 33797412| 20414598| 8064879| 57216668| 5060221| 641282| 15.759173
EH|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 556048| 47036| 47064| 43831|   14| 39753| 39659| 84533| 44874| 53317| 108285| 54968| 45321| 82613| 37292| 30209| 53921| 23712| 19157| 33158| 14001| 8506| 12964| 4458| 1966| 2646|  680|  181|  233|   53| 177684| 378364| 192817| 136533| 49014| 348507| 29857| 2892|    0
ER| 728.600000| 1524.800000| 10047.400000| 21026.700000| 10048.200000| 21028.500000|-4474.300000|-9363.500000| 13247.200000| 27723.200000| 9318.700000| 19501.900000| 25780.700000| 53952.800000| 4.454001| 0.945735| 6.168694| 0.259418| 0.686318| 5.519856| 0.891237| 1.255914| 0.266673| 1.739414| 0.073149| 0.193524| 1.749982| 1.556458| 2590918656.000000| 35727155343.000000| 35730219008.000000|-15909876736.000000| 47105384845.000000| 33136236544.000000| 33139296256.000000| 56928296960.000000| 3555868| 482856| 482182| 472421|    0| 419279| 349144| 605607| 256463| 206716| 385317| 178600| 154121| 288934| 134813| 113723| 205876| 92153| 71287| 123656| 52369| 42417| 70137| 27720| 13786| 18626| 4840|  935|  982|   48| 1856737| 1699131| 990921| 494810| 213400| 1557017| 142113| 19608| 15.075000
ES| 4732.300000| 5877.900000| 26555.600000| 32984.400000| 26520.400000| 32940.700000|-636.100000|-790.100000| 131326.300000| 163119.100000| 21823.300000| 27106.500000| 161765.800000| 200927.600000| 185.281187| 242.519847| 320.599212| 15.104952| 227.414895| 53.974870| 0.883013| 3.998473| 5.233716| 6.918713| 0.325973| 4.907742| 6.072550| 1.164808| 223699714048.000000| 1255309574144.000000| 1253647712256.000000|-30069172224.000000| 6207934807281.000000| 1031609909248.000000| 1029948112896.000000| 7616771129344.000000| 47271060| 1963993| 2306398| 2530181| 12803| 2412804| 2368110| 4901932| 2533821| 2756997| 6011941| 3254942| 3912803| 7810878| 3898074| 3676879| 7069364| 3392484| 2962713| 5419499| 2456785| 2215777| 3983461| 1767683| 1293155| 2289560| 996406| 445209| 558250| 113041| 9213376| 38057684| 10913871| 14880241| 12263573| 28756825| 9300859| 2860614| 0.875506
ET| 4900.400000| 10117.500000| 62417.700000| 128868.400000| 61956.300000| 127915.800000|-13661.200000|-28205.200000| 99558| 205548.900000| 57517.200000| 118750.900000| 82213.500000| 169739.100000| 11.293800| 21.108273| 22.250867| 5.259510| 15.848763| 99.489606| 0.461360| 0.098238| 0.183608| 0.193547| 0.045749| 0.137859| 1.003260| 0.865401| 574286528512.000000| 7314784911360.000000| 7260712992768.000000|-1600973701120.000000| 11667298015236.000000| 6740498186240.000000| 6686426267648.000000| 8033700151296.000000| 117190912| 17382916| 15381581| 14478905|  231| 13185851| 11545551| 21362482| 9816931| 8076207| 14284811| 6208604| 5121655| 9247270| 4125616| 3443099| 6176141| 2733042| 2022774| 3523136| 1500362| 1069188| 1717143| 647955| 312373| 422468| 110096| 24864| 27986| 3122| 60429248| 56761664| 35647292| 15423410| 5690963| 53093476| 3668189| 450685| 34.927166
FI| 9166.200000| 11595.200000| 48577.600000| 61450.600000| 49696.800000| 62866.400000| 69286.700000| 87647.600000| 125249.100000| 158439.800000| 39411.500000| 49855.500000| 147092| 186071.100000| 33.486512| 55.247270| 66.462081| 17.759926| 37.487344| 8.830296| 0.884519| 6.032288| 9.952288| 11.972533| 3.199287| 6.753001| 8.343698| 1.590697| 50779680768.000000| 269115768832.000000| 275315884032.000000| 383842320384.000000| 713823485952.000000| 218336083968.000000| 224536199168.000000| 1198718844928.000000| 5539910| 250854| 302872| 310102|  925| 296699| 312124| 667526| 355402| 353976| 717327| 363351| 348582| 665686| 317104| 352527| 721942| 369415| 359517| 716076| 356558| 353026| 576014| 222988| 161422| 259203| 97780| 44560| 54683| 10123| 1160528| 4379382| 1384854| 1387628| 1606900| 3131| 1247383| 314811| 0.875506
FJ| 1491.900000| 2395.400000| 10894.700000| 17492.100000| 10188.500000| 16358.400000|-3100.100000|-4977.400000| 9029.100000| 14496.800000| 9402.700000| 15096.700000| 10535.400000| 16915.300000| 2.048109| 1.760613| 3.225369|-0.577329| 2.337942| 0.782939| 0.958661| 2.284702| 1.963994| 3.597956|-0.644020| 2.608015| 3.481396| 0.873382| 1373219840| 10027695496.000000| 9377756160.000000|-2853361664.000000| 8310564932.000000| 8654475264.000000| 8004536320.000000| 7798225408.000000| 920422| 90840| 90480| 87322|    5| 78512| 74592| 149831| 75238| 72084| 142169| 70085| 60725| 108580| 47855| 45426| 87451| 42024| 34257| 56621| 22364| 14304| 22629| 8325| 4182| 5610| 1428|  324|  378|   54| 347153| 573269| 291998| 196030| 85241| 522285| 50985| 5992| 2.168805
FK|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0| 3747|  215|  237|  222|    0|  207|  196|  426|  230|  265|  564|  299|  327|  667|  340|  323|  615|  292|  203|  315|  112|   88|  178|   90|   67|   95|   28|   10|   11|    1|  880| 2867|  990| 1281|  597| 2472|  394|  105|    0
FM| 412.300000| 706.300000| 4404.600000| 7545.500000| 4420.200000| 7572.400000| 2632.400000| 4509.500000| 10255.900000| 17569.500000| 3992.300000| 6839.300000| 14399.400000| 24667.700000|    0|    0|    0|    0|    0|    0| 0.825264|    0|    0|    0|    0|    0|    0|    0| 46218244| 493780593| 495534784| 295104640| 1149750177| 447562368| 449316544| 1909359872| 112106| 11371| 11531| 12025|    0| 11739| 11467| 21336| 9869| 7311| 13516| 6206| 5522| 10714| 5191| 4973| 9572| 4599| 4072| 7087| 3015| 1744| 2575|  831|  430|  594|  164|   43|   49|    6| 46666| 65440| 34851| 20285| 10304| 59207| 6232|  643|    1
FO| 67737.900000| 93685.100000| 447431.900000| 618822.700000| 464196.200000| 642008.600000| 114307.400000| 158093.400000|    0|    0| 379694| 525137.600000| 819168.900000| 1132955.300000|    0|    0|    0|    0|    0|    0| 0.909972|    0|    0|    0|    0|    0|    0|    0| 3550479616.000000| 23452142917.000000| 24330842112.000000| 5991422976.000000|    0| 19901663232.000000| 20780361728.000000| 48928161792.000000| 52415| 3624| 3551| 3666|    6| 3677| 3016| 6029| 3013| 3291| 6328| 3037| 3179| 6486| 3307| 3475| 6716| 3241| 3006| 5694| 2689| 2439| 4317| 1878| 1132| 1872|  740|  368|  452|   84| 14517| 37898| 12357| 13202| 12340| 28563| 9334| 2329| 6.542152
FR| 6034.700000| 7668| 37106.400000| 47149.500000| 38311| 48680.200000| 4161.200000| 5287.400000| 202270.700000| 257016.700000| 31071.700000| 39481.500000| 218148.200000| 277191.500000| 301.959000| 383.818970| 514.299409| 95.846772| 287.972198| 99.887029| 0.909255| 4.516036| 5.740317| 7.691755| 1.433464| 4.306852| 5.800742| 1.493890| 401588879360.000000| 2469321648844.000000| 2549487239168.000000| 276915126272.000000| 13388691275776.000000| 2067732758528.000000| 2147898359808.000000| 14794041065472.000000| 66547084| 3253051| 3589314| 3703455| 23059| 3629077| 3913322| 7683813| 3770491| 4108713| 8417351| 4308639| 4248494| 8867641| 4619148| 4501567| 8940541| 4438975| 4186871| 8180312| 3993441| 3690613| 6009567| 2318955| 1916509| 3325039| 1408529| 707727| 924865| 217138| 14174896| 52372188| 16101165| 17808183| 18462841| 38096214| 14275970| 4272963| 0.875506
GA| 688315.600000| 1266756.500000| 5091348| 9369972| 4411522| 8118839.500000|-1787477.700000|-3289623.200000| 8055164.500000| 14824496| 4403032| 8103215| 6366904.500000| 11717470| 5.477954| 3.489801| 8.768138|-1.312707| 4.802508| 6.243261| 0.755196| 2.461190| 1.567933| 3.939437|-0.589786| 2.157719| 4.962753| 2.805035| 1578013818880.000000| 11672286658560.000000| 10113735720960.000000|-4097923088384.000000| 18467052702365.000000| 10094272053248.000000| 8535722164224.000000| 9978609926144.000000| 2292573| 305857| 287546| 244014|   47| 209445| 192195| 384325| 192131| 184704| 347039| 162335| 132097| 235816| 103718| 80200| 142176| 61977| 46847| 81759| 34912| 24423| 40008| 15585| 8964| 12987| 4023| 1283| 1559|  276| 1046861| 1245712| 731363| 377991| 136358| 1156201| 89511| 14592| 575.585999
GB| 4315| 5622.800000| 31018.100000| 40419.200000| 30965| 40350|-20874.700000|-27201.500000| 157061| 204663.300000| 26703.100000| 34796.300000| 192471.500000| 250806.100000| 359.076279| 462.516757| 582.016437| 137.023768| 325.492989| 73.637352| 0.888296| 5.361846| 6.906454| 8.690863| 2.046084| 4.860369| 5.959947| 1.099577| 288480100352.000000| 2073710520484.000000| 2070159425536.000000|-1395576274944.000000| 11580829859840.000000| 1785230393344.000000| 1781679259648.000000| 11472058974208.000000| 66854756| 3740662| 4112066| 4023347| 17447| 3673574| 4088007| 8560618| 4472611| 4506734| 8905159| 4398425| 4089252| 8374478| 4285225| 4601026| 9086905| 4485879| 3855858| 7215315| 3359456| 3347419| 5755031| 2407612| 1720091| 2774011| 1053920| 479847| 616149| 136302| 15549648| 51305108| 17465774| 17461382| 16377951| 38783016| 12522094| 3407607| 0.780000
GD| 3187.400000| 4630.800000| 24519.300000| 35622.700000| 22678.500000| 32948.300000|-8480.300000|-12320.500000| 15312| 22245.900000| 21332| 30992| 23612.300000| 34305|    0|    0|    0|    0|    0|    0| 0.929117|    0|    0|    0|    0|    0|    0|    0| 394160576| 3032134414.000000| 2804493824.000000|-1048694208| 1893523057| 2637974016.000000| 2410333184.000000| 2348208640.000000| 123663| 10153| 10172| 9520|    9| 8701| 9486| 19903| 10417| 11625| 21192| 9568| 6908| 13339| 6431| 6305| 13012| 6707| 5696| 9697| 4001| 2846| 4866| 2020| 1679| 2649|  971|  376|  452|   76| 38545| 85118| 41095| 26350| 17673| 73141| 11978| 3111| 2.700000
GE| 2003.500000| 2723.700000| 16125.900000| 21922.800000| 15412.500000| 20952.900000| 9482.200000| 12890.800000| 5146.400000| 6996.400000| 14122.400000| 19199.100000| 16244.200000| 22083.600000| 10.005318| 10.942305| 17.952817| 1.375696| 9.566609| 8.002752| 0.811262| 2.508122| 2.743005| 4.500392| 0.344858| 2.398147| 4.404268| 2.006121| 7544829440.000000| 60728594432.000000| 58041999360.000000| 35709001728.000000| 19380760882.000000| 53183766528.000000| 50497171456.000000| 69165760512.000000| 3765912| 270060| 274870| 242410|  104| 208456| 219431| 477224| 257794| 284130| 548634| 264504| 244746| 481470| 236723| 230291| 485026| 254735| 231646| 420214| 188567| 136183| 222990| 86807| 86646| 121549| 34903| 11398| 12908| 1510| 995796| 2770116| 1025858| 966495| 777764| 2223997| 546118| 134561| 3.109017
GG| 9068.600000| 11673.700000| 56024| 72117.600000| 99767.200000| 128426.700000|    0|    0|    0|    0| 46955.400000| 60443.900000|    0|    0|    0|    0|    0|    0|    0|    0| 0.888296|    0|    0|    0|    0|    0|    0|    0| 569452928| 3517968185.000000| 6264783360.000000|    0|    0| 2948515328.000000| 5695330304.000000|    0| 62794| 3025| 3416| 3686|   30| 3886| 4255| 8715| 4461| 4240| 8439| 4199| 4097| 8645| 4548| 4725| 8956| 4231| 3413| 6268| 2855| 3017| 4909| 1892| 1491| 2327|  836|  357|  497|  140| 14013| 48781| 17154| 17600| 14028| 38165| 10615| 2852| 0.780000
GH| 1599.200000| 3059.800000| 23866.600000| 45663.900000| 22711| 43452.900000|-7489.700000|-14330.100000| 23383.900000| 44740.300000| 22267.400000| 42604.100000| 48319.400000| 92449.300000| 23.238796| 19.184585| 34.105546| 4.598669| 14.585916| 20.750688| 0.510315| 0.747879| 0.617405| 1.097596| 0.147996| 0.469409| 1.137215| 0.667806| 51464048640.000000| 768036831232.000000| 730849607680.000000|-241022484480.000000| 752502473808.000000| 716572786688.000000| 679385563136.000000| 1313914617856.000000| 32180400| 4305004| 4129406| 3659502|   43| 3267132| 2783581| 5341948| 2558366| 2404542| 4597934| 2193392| 1793313| 3124246| 1330934| 1033736| 1937521| 903786| 721801| 1198392| 476592| 290052| 467856| 177804| 100872| 141192| 40320| 9178| 10226| 1047| 15361044| 16819356| 9939881| 5061767| 1817707| 15723448| 1095906| 151459| 5.595708
GI| 13508.900000| 17553| 86846| 112845| 142842.500000| 185605| 45032.700000| 58514.100000|    0|    0| 73337.100000| 95292| 282494.700000| 367064.700000|    0|    0|    0|    0|    0|    0| 0.888296|    0|    0|    0|    0|    0|    0|    0| 441861760| 2840646373.000000| 4672235520.000000| 1472974720|    0| 2398784768.000000| 4230373888.000000| 10713093120.000000| 32709| 1861| 1911| 1865|   18| 1900| 1941| 3938| 1997| 1855| 3888| 2033| 2119| 4267| 2148| 2239| 4474| 2235| 2052| 3899| 1847| 1788| 2876| 1088|  886| 1439|  553|  290|  378|   88| 7536| 25173| 7825| 8740| 8608| 18617| 6556| 1834| 0.780000
GL| 51460.900000| 70627.400000| 360949.600000| 495384| 354238.400000| 486173.100000| 195995.500000| 268993.200000| 691938.100000| 949647.800000| 309488.700000| 424756.600000| 1024574.100000| 1406172.800000|    0|    0|    0|    0|    0|    0| 0.997337|    0|    0|    0|    0|    0|    0|    0| 2883150848.000000| 20222564251.000000| 19846559744.000000| 10980841472.000000| 38766520818.000000| 17339414528.000000| 16963408896.000000| 68383629312.000000| 56026| 4115| 3797| 3798|    0| 3495| 3965| 8620| 4655| 4506| 8365| 3859| 3122| 6047| 2926| 4583| 9234| 4651| 3522| 5747| 2225| 1292| 2215|  923|  391|  543|  152|   45|   53|    8| 15204| 40822| 16985| 15281| 8557| 35786| 5035|  596| 6.542152
GM| 5576.500000| 12353.500000| 49312.300000| 109240.900000| 48568.800000| 107593.900000|-18200.600000|-40319.600000| 46076| 102071.600000| 43735.800000| 96887.300000| 52082.600000| 115377.900000| 1.995206| 0.907783| 2.713786| 0.218567| 0.689216| 1.993360| 0.735288| 0.825602| 0.375634| 1.122945| 0.090442| 0.285193| 1.110031| 0.824838| 14353859584.000000| 126929584128.000000| 125015916544.000000|-46848356352.000000| 118599481633.000000| 112575725568.000000| 110662057984.000000| 107809824768.000000| 2573995| 409205| 383670| 337763|    5| 281434| 232578| 426166| 193588| 161079| 295658| 134579| 112439| 205872| 93433| 75387| 132494| 57106| 38545| 62871| 24326| 17251| 29387| 12136| 6230| 8736| 2506|  651|  740|   88| 1412071| 1161924| 721823| 338364| 101737| 1098732| 63192| 9479| 51.501659
GN| 2524191.800000| 5369083.500000| 13822539| 29401240| 13675878| 29089284| 2077793.300000| 4419571.500000| 19797596| 42110488| 11298348| 24032156| 33865912| 72034504| 17.155400| 3.074568| 21.930505|    0| 3.074568| 24.376597| 0.742961| 1.306302| 0.234114| 1.669904|    0| 0.234114| 2.090276| 1.856162| 33332337311744.000000| 182528744882176.000000| 180592066953216.000000| 27437578584064.000000| 261430280322118.000000| 149196409667584.000000| 147259731738624.000000| 474642137481216.000000| 13205153| 2073967| 1846468| 1640171|   19| 1436349| 1291633| 2395091| 1103457| 869729| 1524296| 654567| 506835| 932082| 425247| 366338| 671399| 305061| 238100| 417060| 178960| 120574| 203606| 83032| 43535| 60164| 16629| 4002| 4485|  483| 6996954| 6208199| 3919386| 1603480| 685333| 5760965| 447234| 64668| 9565.082183
GQ| 815227.300000| 1536528| 4082489.300000| 7694614| 3953697| 7451868|-1263570.700000|-2381559| 2134408.300000| 4022900.300000| 3267261.800000| 6158085.500000| 3802065.800000| 7166076|    0|    0|    0|    0|    0|    0| 0.873983|    0|    0|    0|    0|    0|    0|    0| 1301142700032.000000| 6515852836864.000000| 6310294192128.000000|-2016720846848.000000| 3406620187038.000000| 5214710005760.000000| 5009151361024.000000| 4880044392448.000000| 1596049| 227541| 207257| 185361|   32| 129084| 126977| 264559| 137583| 139925| 250804| 110879| 84502| 153069| 68567| 53417| 98618| 45201| 29219| 52144| 22924| 12691| 20874| 8183| 4142| 5958| 1817|  614|  753|  139| 749242| 846807| 515362| 251686| 79759| 796267| 50540| 6743| 575.585999
GR| 2848.600000| 3534.400000| 17874.100000| 22177| 17722.200000| 21988.500000|-7140.700000|-8859.700000| 48149| 59740| 15025.500000| 18642.700000| 32693.200000| 40563.500000| 46.385534| 50.583207| 73.137205|-9.882368| 60.465575| 17.432793| 0.874161| 4.359070| 4.753546| 6.873053|-0.928693| 5.682239| 7.320482| 1.638243| 30084526080.000000| 188770631680.000000| 187165622272.000000|-75413217280.000000| 508505910530.000000| 158686101504.000000| 157081108480.000000| 185429786624.000000| 10561098| 443982| 500101| 552390| 2095| 552643| 557910| 1095577| 537667| 574748| 1288208| 713460| 791102| 1582041| 790938| 800089| 1519852| 719763| 683397| 1290624| 607226| 572482| 1013879| 441397| 383220| 611713| 228494| 90075| 107996| 17921| 2049116| 8511982| 2383784| 3101892| 3026305| 6169074| 2342907| 721803| 0.875506
GT| 4522.300000| 8125.600000| 39562.100000| 71084.400000| 38880.200000| 69859.200000| 6919.100000| 12432.200000| 65618.200000| 117901.600000| 35039.800000| 62958.800000| 95938.300000| 172380.100000| 34.673609| 24.231007| 41.927279| 4.743240| 19.487767| 17.669301| 0.873613| 1.935390| 1.352511| 2.340271| 0.264755| 1.087756| 2.074010| 0.986254| 78519713792.000000| 686905229312.000000| 675066085376.000000| 120134803456.000000| 1139310731315.000000| 608385499136.000000| 596546289664.000000| 1785883918336.000000| 17362718| 1963441| 1954343| 1895000| 1001| 1886703| 1765508| 3336577| 1571070| 1342812| 2465122| 1122310| 907130| 1613640| 706510| 562758| 1021732| 458974| 383970| 688701| 304730| 215411| 360067| 144656| 91751| 145884| 54133| 24206| 30512| 6307| 7699486| 9663232| 5801698| 2635371| 1226163| 8821039| 842193| 177397| 7.721650
GU| 5550.900000| 8483.800000| 37936.600000| 57981.500000| 37936.600000| 57981.500000| 12102.600000| 18497.300000| 65471.400000| 100064.900000| 32385.800000| 49497.700000| 75662.800000| 115641.300000|    0|    0|    0|    0|    0|    0| 0.916814|    0|    0|    0|    0|    0|    0|    0| 939376960| 6420055615.000000| 6420055552.000000| 2048134912| 11079789485.000000| 5480678400.000000| 5480678400.000000| 14852631552.000000| 169231| 14490| 15931| 14507|   35| 13578| 13125| 24598| 11473| 9792| 18586| 8794| 8965| 19320| 10355| 10868| 21073| 10205| 8350| 15035| 6685| 5320| 8305| 2985| 2019| 3159| 1140|  494|  620|  126| 58505| 110726| 43183| 40392| 27152| 91923| 18802| 3813|    1
GW| 39600.100000| 82241.600000| 504377.200000| 1047492| 510162.700000| 1059507.300000| 1363.600000| 2831.900000| 768362.700000| 1595737.900000| 464777.100000| 965250.400000| 1847369.400000| 3836622|    0|    0|    0|    0|    0|    0| 0.810533|    0|    0|    0|    0|    0|    0|    0| 79826968576.000000| 1016737628160.000000| 1028400152576.000000| 2748739840.000000| 1548886986509.000000| 936910651392.000000| 948573175808.000000| 3726727708672.000000| 2015828| 294029| 280009| 252114|    8| 219037| 186501| 344659| 158158| 141188| 265635| 124447| 99323| 175066| 75743| 53322| 94627| 41305| 34224| 59815| 25591| 15682| 24199| 8517| 4332| 6080| 1749|  476|  554|   78| 1045188| 970640| 610293| 269692| 90655| 914209| 56431| 6642| 575.586005
GY| 130518.300000| 210989.900000| 1732064.800000| 2776.300000| 1698046.500000| 2744984| 2402653| 3884018.300000| 8424220| 13618207| 1601546.500000| 2588986.500000| 11774596| 19034272| 38.099477| 62.733185| 71.875085| 60.194430| 2.538756| 1.786160| 0.826153| 48.438599| 79.757202| 91.379951| 76.529495| 3.227702| 5.498576| 2.270874| 104049459200.000000| 1380805521210.000000| 1353686056960.000000| 1915399700480.000000| 6715805254584.000000| 1276756099072.000000| 1249636646912.000000| 11302131990528.000000| 797202| 78854| 76779| 74533|   49| 73887| 76360| 146713| 70353| 54079| 101099| 47021| 47562| 92499| 44938| 41010| 76524| 35514| 28107| 47500| 19393| 13130| 20761| 7631| 4675| 6829| 2153|  853| 1178|  325| 304053| 493149| 247812| 169023| 76314| 444941| 48208| 8054| 208.500000
HK| 56686.700000| 67395.300000| 372236.400000| 442554.600000| 412868.400000| 490862.300000| 1414148| 1681291| 807174.900000| 959656.300000| 315549.700000| 375159.300000| 1164052| 1383950| 87.333941| 98.375062| 169.978253| 59.746253| 38.628809| 4.725712| 0.958334| 11.649215| 13.121957| 22.672894| 7.969375| 5.152582| 5.782930| 0.630349| 425204645888.000000| 2792129560576.000000| 3096908922880.000000| 10607465070592.000000| 6054585432601.000000| 2366924914688.000000| 2671704276992.000000| 19338968956928.000000| 7500958| 333186| 301613| 283587| 5066| 273453| 373342| 840906| 467564| 533012| 1122328| 589316| 561100| 1133846| 572746| 567420| 1210776| 643356| 594053| 1050563| 456510| 351901| 552438| 200537| 181056| 308963| 127908| 63594| 84235| 20641| 1191839| 6309119| 1963233| 2344622| 2001264| 4901908| 1407211| 398264| 7.757250
HN| 2789.800000| 4783.100000| 70001.900000| 120019.100000| 65118.500000| 111646.400000|-5268.600000|-9033| 99142.700000| 169981.200000| 67212.200000| 115236| 154678.700000| 265198.300000| 14.625502| 12.517832| 20.339076| 2.135841| 10.381991| 6.444931| 0.826673| 1.476636| 1.263839| 2.053497| 0.215641| 1.048198| 1.698898| 0.650700| 28237518848.000000| 708543053824.000000| 659113836544.000000|-53327310848.000000| 1003498476732.000000| 680305557504.000000| 630876340224.000000| 1512293531648.000000| 10121763| 1051439| 1035037| 1058057|   34| 1073645| 1022218| 1942176| 919958| 812392| 1539231| 726839| 619586| 1105942| 486356| 370127| 663709| 293582| 235797| 415746| 179950| 116908| 182292| 65384| 35302|   44| 14692| 3869| 4463|  594| 4218178| 5903585| 3481406| 1769650| 652529| 5486852| 416732| 54491| 24.581881
HR| 2781.600000| 3435.400000| 15013.100000| 18541.500000| 15296.400000| 18891.400000| 3787.700000| 4677.800000| 232448.900000| 287078.900000| 12231.500000| 15106.100000| 15160.900000| 18724| 16.820718| 19.274801| 25.676751| 3.180848| 16.093953| 5.631497| 0.822174| 4.097351| 4.695139| 6.254587| 0.774821| 3.920318| 5.292092| 1.371774| 11396008960.000000| 61506818048.000000| 62667407360.000000| 15517584384.000000| 952312750048.000000| 50110808064.000000| 51271397376.000000| 61180325888.000000| 4096869| 182722| 195346| 203389|  398| 198162| 237628| 477272| 239644| 256032| 537985| 281953| 280245| 548928| 268683| 278779| 570687| 291908| 298649| 572101| 273452| 215516| 375960| 160444| 131842| 204992| 73150| 24315| 28931| 4616| 779618| 3317251| 1015257| 1119614| 1182380| 2433519| 883732| 234320| 0.890115
HT| 7410.300000| 12936.900000| 286912| 500894.400000| 287564.300000| 502033.300000| 54671.100000| 95445.500000| 373517.300000| 652091| 279501.700000| 487957.400000| 737021.100000| 1286700.400000| 11.976162| 3.359643| 14.674052| 0.282514| 3.077129| 10.673792| 0.446936| 1.050308| 0.294640| 1.286912| 0.024776| 0.269864| 1.205954| 0.936090| 83786489856.000000| 3244056379392.000000| 3251432587264.000000| 618155343872.000000| 4223285778124.000000| 3160269914112.000000| 3167646121984.000000| 8951505616896.000000| 11306801| 1275295| 1230965| 1184601|    3| 1139412| 1073879| 2071575| 997697| 912012| 1685942| 773931| 633413| 1140801| 507388| 429650| 789434| 359783| 287534| 499394| 211861| 139724| 228302| 88578| 43620| 58019| 14399| 2835| 3061|  226| 4830273| 6476528| 3757517| 1930234| 788777| 5975284| 501244| 61081| 93.509804
HU| 1171659.600000| 1367679.800000| 6737258.500000| 7864410.500000| 6577561| 7677995| 9591797| 11196516| 17621288| 20569352| 5565599| 6496730.500000| 26286066| 30683756| 38.037541| 59.683495| 71.040978| 15.492589| 44.190907| 12.287992| 0.715933| 3.906299| 6.129249| 7.295616| 1.591025| 4.538224| 5.800150| 1.261926| 11437992837120.000000| 65770566451200.000000| 64211564625920.000000| 93637182488576.000000| 172022799115828.000000| 54332573614080.000000| 52773567594496.000000| 350247402340352.000000| 9762215| 344184| 335352| 361808|  887| 357808| 567088| 1234901| 667813| 662167| 1347464| 685297| 872625| 1691603| 818977| 718682| 1325389| 606708| 674276| 1367895| 693620| 525340| 924868| 399527| 257807| 400828| 143021| 58115| 69229| 11115| 1399151| 8363064| 2582365| 3016992| 2763707| 6273632| 2089432| 470944| 307.996674
