country| aconfci|aconfci992|agdproi|agdproi992|agninci|agninci992|agweali|agweali992|ahweali|ahweali992|andproi|andproi992|apweali|apweali992|ehfghgi|enfcari|enfghgi|enncari|entcari|entonai|inyixxi|khfghgi|knfcari|knfghgi|knncari|kntcari|kntghgi|kntonai|mconfci|mgdproi|mgninci|mgweali|mhweali|mndproi|mnninci|mnweali|npopuli|npopuli001|npopuli051|npopuli101|npopuli111|npopuli151|npopuli201|npopuli202|npopuli251|npopuli301|npopuli302|npopuli351|npopuli401|npopuli402|npopuli451|npopuli501|npopuli502|npopuli551|npopuli601|npopuli602|npopuli651|npopuli701|npopuli702|npopuli751|npopuli801|npopuli802|npopuli851|npopuli901|npopuli902|npopuli951|npopuli991|npopuli992|npopuli993|npopuli994|npopuli995|npopuli996|npopuli997|npopuli998|xlcusxi
ID| 12771775| 19303252| 66989820| 101248368| 64787852| 97920320| 27730888| 41912444| 52532404| 79397440| 54218044| 81945120| 89230848| 134863440| 453.976126| 589.104648| 823.597343| 14.817886| 574.286761| 295.816487| 0.847990| 1.659733| 2.153762| 3.011065| 0.054174| 2.099587| 3.181090| 1.081503| 3472109007273984.000000| 18211717897000000.000000| 17613095019000000.000000| 7538863216001024.000000| 14281352986300000.000000| 14739608352800000.000000| 14140986548600000.000000| 31796980774600000.000000| 271857984| 22627601| 23893689| 23397697| 1542| 22067279| 21892370| 42909728| 21017360| 20582556| 41508440| 20925884| 19669000| 37601184| 17932184| 15967702| 29333908| 13366206| 10278090| 17465504| 7187415| 4908704| 8272735| 3364031| 1871105| 2584581| 713476| 171768| 194092| 22324| 91986272| 179871712| 84418168| 66935092| 28518454| 161631360| 18240364| 2780213| 14582.203125
IE| 23734.800000| 32379.200000| 83657| 114125.400000| 63913.500000| 87191.200000| 14623.700000| 19949.800000| 208549.600000| 284504.600000| 59922.200000| 81746.300000| 202876.400000| 276765.300000| 26.521709| 35.624119| 49.499985| 2.218201| 33.405918| 19.198114| 0.906888| 5.371174| 7.214593| 10.024733| 0.449230| 6.765364| 10.653364| 3.888000| 117395111936.000000| 413777625088.000000| 316123971584.000000| 72330633216.000000| 1031510991576.000000| 296382496768.000000| 198728859648.000000| 1075781500928.000000| 4946119| 308227| 339950| 349842|  818| 322461| 306284| 594177| 287893| 318567| 699546| 380979| 392674| 751459| 358785| 314794| 603672| 288879| 257407| 480988| 223581| 192298| 327860| 135562| 88243| 138013| 49770| 21926| 29110| 7184| 1320480| 3625639| 1293722| 1355130| 976787| 2906259| 719380| 167940| 0.875506
IL| 26167.700000| 40923.900000| 180263| 281915| 174985.500000| 273661.500000|-63639.400000|-99526.300000| 375580.700000| 587374.100000| 154095.300000| 240991.200000| 525009.600000| 821067.400000| 47.447294| 80.777727| 104.186530| 18.209910| 62.567817| 20.013610| 0.901171| 5.481729| 9.332494| 12.036983| 2.103846| 7.228648| 9.540881| 2.312232| 229163188224.000000| 1578651484160.000000| 1532433661952.000000|-557321355264.000000| 3289143371033.000000| 1349488345088.000000| 1303270391808.000000| 4040444346368.000000| 8757489| 896635| 834915| 741330| 1835| 684867| 633578| 1221911| 588332| 583613| 1154664| 571051| 545987| 1047930| 501944| 411467| 786252| 374785| 355105| 686822| 331717| 278628| 437833| 159205| 131439| 210451| 79012| 39246| 52048| 12801| 3157747| 5599742| 2376574| 1834182| 1388987| 4565859| 1033882| 264333| 3.442406
IM| 10337.400000| 12986.600000| 69834.700000| 87731.500000| 80489.600000| 101117|-37904.500000|-47618.400000| 119113.900000| 149639.800000| 59497.300000| 74744.900000| 146094.500000| 183534.700000|    0|    0|    0|    0|    0|    0| 0.888296|    0|    0|    0|    0|    0|    0|    0| 868818944| 5869325427.000000| 6764825088.000000|-3185721179.000000| 10011050749.000000| 5000506368.000000| 5896006144.000000| 9092936490.000000| 84046| 3641| 4373| 4725|   52| 4407| 4409| 8857| 4447| 4713| 9666| 4953| 5170| 11191| 6021| 6601| 13205| 6604| 5626| 10600| 4974| 5036| 8619| 3582| 2443| 3848| 1405|  651|  869|  218| 17145| 66901| 18522| 24395| 23985| 48541| 18359| 4768| 0.780000
IN| 17091.800000| 26690.700000| 152854.200000| 238697.700000| 148621.100000| 232087.300000| 32604.600000| 50915.500000| 663271.300000| 1035767| 135762.400000| 212007| 735626.300000| 1148756.900000| 1502.288766| 2210.661955| 2763.429287|-222.051618| 2432.713573| 647.766367| 0.836401| 1.088612| 1.601924| 2.002479|-0.160906| 1.762830| 2.232225| 0.469394| 23866797719552.000000| 213443600711680.000000| 207532534530048.000000| 45528628854784.000000| 926183372019997.000000| 189576802992128.000000| 183665736810496.000000| 1072747673288704.000000| 1396387072| 118734874| 124289096| 127887260| 37023| 131275339| 124022913| 242528688| 118505793| 111863153| 213558608| 101695466| 89407107| 169035344| 79628251| 69016740| 128109784| 59093036| 48674473| 86490224| 37815758| 24647839| 39799304| 15151468| 8936962| 13011722| 4074759| 1348974| 1629737| 280763| 502186560| 894200512| 456087333| 297145134| 140968024| 801906896| 92293554| 14678482| 74.099564
IQ| 736611.600000| 1440263.900000| 7478248.500000| 14621885| 7393861.500000| 14456887| 1067875.900000| 2087970| 4793407.500000| 9372335| 6741637| 13181622| 8064855.500000| 15768852| 72.134082| 201.925522| 258.811411|-2.063052| 203.988574| 78.930252| 0.677644| 1.793377| 5.020214| 6.434494|-0.051291| 5.071505| 7.033846| 1.962341| 31347970146304.000000| 318251707924480.000000| 314660444176384.000000| 45445577441280.000000| 203992959682441.000000| 286903748263936.000000| 283312484515840.000000| 276010318692352.000000| 42556984| 5677739| 5757815| 4942813|   71| 4413179| 3986102| 7503933| 3517831| 2913679| 5419919| 2506240| 2181293| 4075511| 1894218| 1524431| 2634586| 1110155| 683332| 1311032| 627700| 397201| 642734| 245534| 122275| 166400| 44126| 10023| 11251| 1228| 20791548| 21765436| 12923851| 6710096| 2131488| 20317280| 1448156| 177722| 1192
IR| 304283424| 437277184| 1544270208| 2219227648.000000| 1533974144| 2204431360.000000| 38846168| 55824744| 1267034112| 1820819328| 1239986816| 1781950464| 1805252480| 2594277888.000000| 425.721937| 663.324176| 843.606092|-61.635500| 724.959677| 194.819153| 0.302607| 5.068543| 7.897379| 10.043773|-0.733818| 8.631197| 10.950666| 2.319470| 26560958226800000.000000| 134799644529000000.000000| 133900896853000000.000000| 3390889565093888.000000| 110599655890000000.000000| 108238690597000000.000000| 107339934331000000.000000| 160971714942000000.000000| 87290192| 7253109| 7352019| 6337952|  521| 5605418| 5659411| 12975749| 7316338| 8833967| 17443316| 8609349| 6732213| 12181644| 5449432| 4671459| 8591331| 3919871| 3345378| 5924709| 2579331| 1690202| 2691666| 1001463| 593237| 852179| 258941| 69811| 80592| 10780| 26548496| 60741696| 30419064| 20772972| 9549663| 54537415| 6204286| 933290| 124675.222600
IS| 1653333.800000| 2198104.500000| 9784067| 13007901| 10161535| 13509744|-856266.400000|-1138404.700000| 37746860| 50184388| 8130733| 10809796| 51991456| 69122552| 3.289780| 4.453254| 5.884338| 1.100653| 3.352600| 1.093239| 0.814066| 9.640579| 13.050095| 17.243835| 3.225423| 9.824672| 13.028369| 3.203697| 606226219008.000000| 3587514049383.000000| 3725919780864.000000|-313966329856.000000| 13840603172360.000000| 2981287690240.000000| 3119693430784.000000| 18749688119296.000000| 366669| 21589| 23024| 23988|   46| 22273| 25613| 55997| 30384| 28046| 54139| 26092| 24373| 47664| 23291| 21920| 43896| 21975| 20671| 37877| 17205| 13905| 23536| 9631| 6189| 10301| 4112| 1938| 2346|  407| 90874| 275795| 110135| 91559| 74102| 222363| 53431| 12691| 135.421707
IT| 5711.700000| 6939.400000| 29151.100000| 35416.700000| 29433.200000| 35759.500000|-24895.700000|-30246.700000| 156489.700000| 190125| 23439.300000| 28477.300000| 184805.700000| 224527.100000| 313.195187| 406.034728| 498.984108| 102.657137| 303.377591| 70.596500| 0.910813| 5.147187| 6.672952| 8.200523| 1.687112| 4.985840| 6.146054| 1.160214| 342514106368.000000| 1748091273216.000000| 1765010571264.000000|-1492911652864.000000| 9384163980699.000000| 1405577068544.000000| 1422496366592.000000| 9589268414464.000000| 59966648| 2248761| 2617356| 2855978|   14| 2886677| 2979957| 6105788| 3125831| 3295925| 6859457| 3563532| 4134075| 8896302| 4762227| 4894443| 9522977| 4628534| 3962422| 7466405| 3503982| 3404075| 6015490| 2611414| 2270550| 3678994| 1408444| 634478| 797466| 162988| 10608772| 49357876| 12965244| 18419278| 17973354| 35346944| 14010932| 4491460| 0.875506
JE| 7606| 9517.100000| 47059.200000| 58883.200000| 85948.100000| 107543.400000|    0|    0|    0|    0| 39453.200000| 49366.100000|    0|    0|    0|    0|    0|    0|    0|    0| 0.888296|    0|    0|    0|    0|    0|    0|    0| 823877312| 5097403397.000000| 9309813760.000000|    0|    0| 4273526016.000000| 8485936128.000000|    0| 108319| 5232| 5393| 5438|   32| 5689| 6978| 14953| 7975| 8080| 16257| 8177| 7934| 15670| 7736| 8443| 16138| 7695| 6276| 11376| 5101| 4567| 7641| 3074| 2372| 3735| 1362|  589|  770|  181| 21751| 86568| 31209| 31807| 23552| 69292| 17276| 4536| 0.780000
JM| 77004.500000| 108408| 922792.800000| 1299120.800000| 876075.800000| 1233351.900000|-383626.900000|-540075.300000| 700078.600000| 985580.600000| 845788.300000| 1190712.800000| 2341303.800000| 3296120.800000| 7.597309| 8.186699| 10.501919| 0.573215| 7.613484| 7.262107| 0.755732| 2.565647| 2.764687| 3.546547| 0.193577| 2.571109| 5.023557| 2.452448| 217186271232.000000| 2602678091776.000000| 2470915604480.000000|-1081995034624.000000| 1974526881774.000000| 2385491787776.000000| 2253729300480.000000| 5356767936512.000000| 2820436| 174118| 195976| 217494|   25| 229434| 257195| 525657| 268461| 251267| 479829| 228562| 191487| 368053| 176566| 168146| 313778| 145632| 117470| 195510| 78040| 53167| 91090| 37923| 18278| 26743| 8465| 2339| 2735|  396| 817021| 2003415| 1005484| 681831| 316101| 1804784| 198631| 29502| 142.402832
JO| 191.900000| 334.200000| 3036.600000| 5288.700000| 2998.400000| 5222.100000|-1347.400000|-2346.600000| 4231.800000| 7370.200000| 2844.700000| 4954.500000| 5137.500000| 8947.600000| 29.283659| 34.986360| 41.538765| 9.566565| 25.419794| 8.057212| 0.934940| 2.870065| 3.428982| 4.071177| 0.937610| 2.491371| 3.281051| 0.789680| 2097048704| 33186367488.000000| 32768227328.000000|-14724956160.000000| 46248013569.000000| 31089319936.000000| 30671179776.000000| 35565285376.000000| 10928721| 1190064| 1227618| 1195189|   38| 1040878| 997831| 1969834| 972003| 854793| 1603143| 748350| 650439| 1224226| 573788| 478559| 836724| 358165| 246250| 409043| 162792| 105920| 173897| 67978| 39313| 53952| 14639| 3589| 4120|  531| 4653748| 6274973| 3572975| 2060950| 641048| 5880175| 394798| 58109| 0.710000
JP| 911242.600000| 1089457.500000| 4279690| 5116684| 4455341| 5326687.500000| 682056.400000| 815448.500000| 20031718| 23949392| 3368447.500000| 4027226.500000| 23190754| 27726252| 849.844275| 1214.940797| 1418.781592| 163.609593| 1051.331204| 92.572186| 0.962453| 6.783942| 9.698351| 11.325524| 1.306025| 8.392325| 9.131289| 0.738964| 113655890837504.000000| 533789742727168.000000| 555698035359744.000000| 85070341734400.000000| 2675033675661310.000000| 420133868666880.000000| 442042161299456.000000| 2977566608588800.000000| 124726264| 4385392| 5035583| 5339811| 126523| 5642103| 6020239| 12097460| 6077221| 6498465| 13656378| 7157913| 8366888| 18010048| 9643161| 8483387| 16288013| 7804626| 7323932| 15422815| 8098883| 9284892| 16536352| 7251462| 5567924| 9460087| 3892163| 2037568| 2725706| 688138| 20402888| 104323376| 25753836| 34298060| 44271484| 67375824| 36947552| 12312315| 106.774582
KE| 29630| 59441.200000| 244653.100000| 490802.400000| 239112.700000| 479687.600000|-50684.800000|-101679.500000| 340970.500000| 684026.100000| 215023.200000| 431361.200000| 568723.100000| 1140923.900000| 42.447893| 26.881695| 72.323161| 9.999311| 16.882384| 54.085247| 0.842482| 0.789415| 0.499926| 1.345014| 0.185960| 0.313966| 1.319805| 1.005839| 1540337827840.000000| 12718484488192.000000| 12430459535360.000000|-2634889035776.000000| 17725616889972.000000| 11178146267136.000000| 10890121314304.000000| 26930623545344.000000| 51985780| 6882906| 6663| 6677557| 3930| 5811696| 4878838| 9125166| 4246330| 3864534| 7083880| 3219346| 2564636| 4606379| 2041743| 1602656| 2800533| 1197877| 840499| 1386101| 545601| 394285| 634536| 240251| 148511| 228425| 79914| 33087| 44711| 11624| 26072122| 25913658| 16209046| 7406912| 2297701| 24456455| 1457202| 277065| 106.450783
KG| 22834.200000| 39622.200000| 150359.200000| 260905.700000| 145418.700000| 252332.900000| 6487.200000| 11256.700000| 173601.500000| 301236.200000| 127525| 221283.500000| 257756.300000| 447262.900000| 15.038187| 17.475891| 25.793964| 6.797085| 10.678806| 10.291430| 0.662176| 2.304987| 2.678628| 3.953586| 1.041827| 1.636801| 3.214226| 1.577425| 146706612224.000000| 966038781952.000000| 934296813568.000000| 41679396864.000000| 1115367801445.000000| 819332186112.000000| 787590152192.000000| 1697731313664.000000| 6424874| 810347| 774066| 622738|   21| 515088| 530268| 1110503| 580235| 549549| 967945| 418396| 330654| 630013| 299359| 260051| 517884| 257832| 202081| 331760| 129679| 68225| 95360| 27135| 32655| 44670| 12015| 4002| 4484|  482| 2722238| 3702636| 2078447| 1147896| 476293| 3428423| 274213| 49174| 77.346115
KH| 655387.400000| 1063665| 7023504.500000| 11398838| 6657017.500000| 10804046| 7398800.500000| 12007927| 23414238| 38000276| 6368117| 10335173| 39367452| 63891636| 38.016971| 19.003856| 45.292982| 4.098771| 14.905085| 26.480332| 0.919491| 2.273883| 1.136665| 2.709078| 0.245157| 0.891508| 2.475358| 1.583850| 10746296532992.000000| 115163415969792.000000| 109154186297344.000000| 121317097472000.000000| 383919994721801.000000| 104417122582528.000000| 98407892910080.000000| 766819635822592.000000| 16396860| 1630327| 1644979| 1582353|   70| 1436118| 1291315| 2710046| 1418732| 1425815| 2716340| 1290525| 733811| 1595139| 861328| 868251| 1619395| 751144| 597626| 984806| 387180| 228372| 364770| 136398| 73789| 103554| 29765| 7867| 8967| 1100| 6293776| 10103084| 5426386| 3214533| 1462165| 9238544| 864540| 112590| 4092.783219
KI| 166.100000| 301.700000| 2402.500000| 4364.300000| 3956.400000| 7186.900000| 1177.200000| 2138.400000| 6741.900000| 12247| 2236.400000| 4062.500000| 8971.400000| 16297.100000|    0|    0|    0|    0|    0|    0| 0.849162|    0|    0|    0|    0|    0|    0|    0| 21006442| 303828824| 500332384| 148866192| 852596014| 282822368| 479325920| 1283420800| 126463| 16575| 15788| 13405|    0| 11078| 11754| 22528| 10774| 9846| 18144| 8298| 6363| 11619| 5255| 5449| 9847| 4398| 2822| 4934| 2112| 1375| 2133|  758|  280|  385|  104|   31|   33|    2| 56846| 69617| 40669| 21465| 7483| 64955| 4661|  417| 1.453085
KM| 60792| 117723| 708741.800000| 1372470.300000| 704743.600000| 1364727.900000| 64894.100000| 125666.700000| 1894503.900000| 3668685| 647949.800000| 1254747.300000| 1437446.500000| 2783598.800000|    0|    0|    0|    0|    0|    0| 0.923493|    0|    0|    0|    0|    0|    0|    0| 49008451584.000000| 571363491840.000000| 568140300288.000000| 52315422720.000000| 1527284616930.000000| 522355048448.000000| 519131856896.000000| 1211135950848.000000| 806166| 112986| 105233| 91917|    1| 79727| 73534| 137583| 64049| 55878| 103985| 48107| 39187| 71781| 32593| 28063| 51245| 23182| 16772| 30556| 13784| 9653| 16449| 6796| 3283| 4430| 1147|  249|  278|   29| 389863| 416303| 241567| 123025| 51711| 381363| 34940| 4708| 430.720917
KN| 3797.900000| 5191.300000| 53812.900000| 73554.900000| 52189.300000| 71335.600000|-2418.900000|-3306.300000| 54836.900000| 74954.400000| 50015| 68363.600000| 58623.200000| 80129.900000|    0|    0|    0|    0|    0|    0| 0.930909|    0|    0|    0|    0|    0|    0|    0| 180941056| 2563755736.000000| 2486402304.000000|-115239448| 2612537297.000000| 2382814720.000000| 2305460992.000000| 2667085568.000000| 47642| 3061| 3175| 3305|    3| 3246| 3697| 7360| 3662| 3992| 7748| 3756| 3377| 6583| 3206| 3036| 6009| 2973| 2777| 4593| 1816|  993| 1692|  699|  431|  706|  275|  129|  165|   36| 12787| 34855| 15107| 12591| 7157| 30474| 4381|  873| 2.700000
KP| 4589.100000| 6186.900000| 58730| 79177.700000| 55363.200000| 74638.800000| 13436.400000| 18114.500000| 100724.800000| 135793.600000| 54140.800000| 72990.800000| 116634.400000| 157242.500000| 43.512479| 44.819634| 58.411524|-29.699105| 74.518739| 23.828667| 1.116221| 1.687916| 1.738623| 2.265873|-1.152074| 2.890697| 3.815048| 0.924351| 118708559872.000000| 1519195258880.000000| 1432106434560.000000| 347565490176.000000| 2605494278401.000000| 1400486625280.000000| 1313397932032.000000| 3364602511360.000000| 25867468| 1696760| 1589573| 1631943|  506| 1762031| 1909913| 3903257| 1993344| 1856058| 3592963| 1736905| 1627882| 3663689| 2035807| 2114806| 3750373| 1635567| 1405346| 2234445| 829099| 833960| 1476025| 642065| 386246| 524742| 138496| 35384| 41165| 5780| 6680308| 19187160| 7496219| 7414061| 4276881| 16315626| 2871535| 566412| 107.005833
KR| 7677273| 9256628| 39813216| 48003520| 39896420| 48103844| 91555880| 110390592| 176394512| 212682080| 32135942| 38746892| 200034320| 241185024| 336.284008| 615.987004| 706.799942| 47.512214| 568.474790| 62.673019| 0.941420| 6.514588| 11.933073| 13.692327| 0.920420| 11.012653| 12.226772| 1.214119| 397520194764800.000000| 2061481625518080.000000| 2065789880369152.000000| 4740656052305920.000000| 9133501005740910.000000| 1663961464307712.000000| 1668269450723328.000000| 15098198393600000.000000| 51778828| 1780250| 2265821| 2260663| 8433| 2527709| 3354982| 6974594| 3619613| 3290287| 7151472| 3861186| 3883149| 8234243| 4351094| 4348457| 8575037| 4226578| 3814832| 6463746| 2648915| 1986371| 3580165| 1593793| 1102617| 1687267| 584650| 221524| 269430| 47905| 8834444| 42944384| 14126066| 16809278| 12009039| 34750172| 8194207| 1965129| 1180.265869
KS| 525.300000| 651.500000| 4853| 6018.800000| 4993| 6192.500000|    0|    0|    0|    0| 4327.700000| 5367.300000|    0|    0|    0|    0|    0|    0|    0|    0| 0.835191|    0|    0|    0|    0|    0|    0|    0| 877599936| 8107847599.000000| 8341831168.000000|    0|    0| 7230247936.000000| 7464231424.000000|    0| 1670698| 78967| 80843| 76254|   82| 87552| 86819| 187223| 100404| 111644| 230484| 118841| 126046| 246643| 120597| 115129| 227924| 112795| 108227| 218767| 110540| 92625| 156148| 63522| 46914| 70920| 24006| 7555| 8891| 1336| 323616| 1347082| 417707| 474567| 454808| 1000501| 346580| 79892| 0.877475
KW| 931.200000| 1264.800000| 10155.200000| 13793.800000| 13886| 18861.400000| 68886| 93567.900000| 23531| 31962.200000| 9224| 12529| 59857| 81303.800000| 46.755649| 96.618035| 120.274461|-8.225710| 104.843745| 37.524113| 0.732706| 10.948337| 22.624149| 28.163555|-1.926138| 24.550287| 33.336960| 8.786674| 4060261632.000000| 44281053184.000000| 60549214208.000000| 300373508096.000000| 102605591497.000000| 40220790784.000000| 56488947712.000000| 561376591872.000000| 4360444| 278150| 340522| 295900|   12| 235651| 207604| 387695| 180090| 326160| 838325| 512165| 543247| 1053086| 509839| 358622| 600126| 241503| 157276| 247841| 90564| 41552| 65536| 23984| 12697| 16537| 3839|  912| 1068|  157| 1150223| 3210221| 1226019| 1653211| 330992| 3036504| 173716| 17616| 0.306233
KY| 5967| 7577| 74872.100000| 95074.600000| 99493.100000| 126339| 2908.900000| 3693.700000| 25460.800000| 32330.900000| 68905.100000| 87497.600000| 27785.300000| 35282.600000|    0|    0|    0|    0|    0|    0| 0.933783|    0|    0|    0|    0|    0|    0|    0| 401642112| 5039716104.000000| 6696978944.000000| 195797852| 1713794280| 4638073856.000000| 6295336960.000000| 2066055583| 67311| 3955| 4202| 3211|    1| 2935| 3840| 9307| 5466| 6370| 13033| 6663| 6513| 12739| 6226| 5515| 9889| 4374| 2975| 5014| 2039| 1419| 2274|  855|  470|  671|  201|   70|   83|   14| 14303| 53008| 22339| 22628| 8042| 47940| 5067|  755| 0.833330
KZ| 595898.900000| 927357.800000| 5554109| 8643491| 5030335.500000| 7828377| 2034571.500000| 3166268.500000| 6022606| 9372581| 4958210| 7716133| 19553696| 30430118| 157.503046| 216.407083| 264.046965|-75.424914| 291.831997| 71.212514| 0.670214| 8.388214| 11.525294| 14.062474|-4.016940| 15.542234| 19.334833| 3.792598| 11309710049280.000000| 105412791631872.000000| 95471963996160.000000| 38614629089280.000000| 114304505308160.000000| 94103077388288.000000| 84162258141184.000000| 409729008402432.000000| 18979244| 1988636| 1896706| 1665035|  146| 1233241| 1152185| 2553029| 1400844| 1589834| 2967716| 1377882| 1205272| 2313339| 1108067| 1000496| 2004732| 1004235| 868072| 1503854| 635782| 397341| 599092| 201751| 181736| 233872| 52137| 17503| 19851| 2348| 6783617| 12195627| 5520744| 4318069| 2356814| 10706884| 1488742| 253869| 412.953339
